brand,ats,identifier,url,verified_name,jobs,sg_jobs,needs_review,src,ai_confidence
MSD,workday,https://msd.wd5.myworkdayjobs.com/SearchJobs,https://msd.wd5.myworkdayjobs.com/SearchJobs,msd,973,-1,,ai,high
Magix,ai (browser),https://www.magix.com/us/,https://www.magix.com/us/,,-1,-1,,ai,low
Magna International,workday,https://magna.wd3.myworkdayjobs.com/Magna,https://magna.wd3.myworkdayjobs.com/Magna,magna,1277,-1,0.0,api_sniff,
Magnet Forensics,lever,magnetforensics,https://jobs.lever.co/magnetforensics,,47,1,0.0,api_sniff,
Malaysia Marine and Heavy Engineering,ai (browser),https://www.mmhe.com/careers,https://www.mmhe.com/careers,,-1,-1,,ai,low
Malindo Airways,ai (browser),https://www.kayak.sg,https://www.kayak.sg,,-1,-1,,ai,low
Mambu,ai (browser),https://mambu.com/en/careers,https://mambu.com/en/careers,,-1,-1,,ai,high
Management Development Institute of Singapore,ai (browser),https://www.mdis.edu.sg/careers,https://www.mdis.edu.sg/careers,,-1,-1,,ai,low
Manila Water,successfactors (browser),https://career10.successfactors.com/career?site=&company=manilawate&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career10.successfactors.com/career?site=&company=manilawate&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,manilawater,-1,-1,,ai,low
Maples and Calder,ai (browser),https://maples.com/,https://maples.com/,,-1,-1,,ai,low
Marathon,workday,https://conocophillips.wd1.myworkdayjobs.com/External,https://conocophillips.wd1.myworkdayjobs.com/External,conocophillips,28,-1,1.0,api_sniff,
Marchon,ai (browser),https://www.marchon.com/careers,https://www.marchon.com/careers,,-1,-1,,ai,low
Marechal Electric,ai (browser),https://marechal-electric.com,https://marechal-electric.com,,-1,-1,,ai,low
Marex,ai (browser),https://www.marex.com/careers,https://www.marex.com/careers,,-1,-1,,ai,low
Markel,smartrecruiters,markel,https://careers.smartrecruiters.com/markel,Markel,1,0,1.0,api_sniff,
Markham,lever,markham,https://jobs.lever.co/markham,,2,0,1.0,api_sniff,
Maruho,ai (browser),https://www.maruho.co.jp/recruit/,https://www.maruho.co.jp/recruit/,,-1,-1,,ai,low
Masimo,smartrecruiters,masimo,https://careers.smartrecruiters.com/masimo,Masimo,1,0,1.0,api_sniff,
Mattson Technology,oracle,https://eidg.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2,https://eidg.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2,mattson,50,-1,0.0,api_sniff,
Maybank,ai (browser),https://www.maybank.com/en/404-error.page,https://www.maybank.com/en/404-error.page,,-1,-1,,ai,high
Mayer Brown,ai (browser),https://www.mayerbrown.com/en/careers,https://www.mayerbrown.com/en/careers,,-1,-1,,ai,high
McCain Foods,phenom (browser),https://careers.mccain.com/us/en/search-results?keywords=%7Bsearch_term_string%7D,https://careers.mccain.com/us/en/search-results?keywords=%7Bsearch_term_string%7D,mccainfoods,-1,-1,,ai,low
McCormick,successfactors (browser),https://career4.successfactors.com/career?site=&company=McCormick&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4.successfactors.com/career?site=&company=McCormick&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,mccormick,-1,-1,,ai,high
Mediacorp,ai (browser),https://careers.mediacorp.sg/,https://careers.mediacorp.sg/,,-1,-1,,ai,low
Medpace,icims (browser),https://uscareers-medpace.icims.com/jobs/login?loginOnly=1,https://uscareers-medpace.icims.com/jobs/login?loginOnly=1,medpace,-1,-1,0.0,api_sniff,
Meican,ai (browser),https://www.meican.com/,https://www.meican.com/,,-1,-1,,ai,low
Melissa Data,ai (browser),https://www.melissa.com,https://www.melissa.com,,-1,-1,,ai,low
Merrill Lynch,ai (browser),https://careers.bankofamerica.com/en-us,https://careers.bankofamerica.com/en-us,,-1,-1,,ai,high
Michael Page,taleo (browser),https://michaelpage.taleo.net/careersection,https://michaelpage.taleo.net/careersection,michaelpage,-1,-1,,ai,high
Microchip Technology,smartrecruiters,microchip,https://careers.smartrecruiters.com/microchip,Microchip,6,0,0.0,api_sniff,
Micron,workday,https://micron.wd1.myworkdayjobs.com/External,https://micron.wd1.myworkdayjobs.com/External,micron,2885,-1,0.0,api_sniff,
Midea,ai (browser),https://careers.midea.com/schoolOut,https://careers.midea.com/schoolOut,,-1,-1,,ai,low
Midwich,ai (browser),https://careers.midwich.com/,https://careers.midwich.com/,,-1,-1,,ai,low
Milestone,oracle,https://fa-ewto-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs,https://fa-ewto-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs,milestone,26,-1,,ai,high
Minco,icims (browser),https://external-minco.icims.com,https://external-minco.icims.com,minco,-1,-1,0.0,api_sniff,
Minden,ai (browser),https://www.minden.com/careers,https://www.minden.com/careers,,-1,-1,,ai,low
Mindteck,ai (browser),https://careers.mindteck.com/,https://careers.mindteck.com/,,-1,-1,,ai,low
Mitel,workday,https://mitel.wd3.myworkdayjobs.com/MitelCareers,https://mitel.wd3.myworkdayjobs.com/MitelCareers,mitel,67,-1,0.0,api_sniff,
Mitsubishi,ai (browser),https://www.mitsubishielectric.com.sg/careers/job-listings/,https://www.mitsubishielectric.com.sg/careers/job-listings/,,-1,-1,,ai,high
Mitsui,ai (browser),https://www.mitsui.com/ap/en/careers/1216407_9112.html,https://www.mitsui.com/ap/en/careers/1216407_9112.html,,-1,-1,,ai,high
Mitutoyo,ai (browser),https://www.mitutoyo.com/about-us/careers/,https://www.mitutoyo.com/about-us/careers/,,-1,-1,,ai,low
Mizkan,ai (browser),https://www.mizkan.com/careers/,https://www.mizkan.com/careers/,,-1,-1,,ai,low
Mizuho,ai (browser),https://www.mizuho.com/error/notfound,https://www.mizuho.com/error/notfound,,-1,-1,,ai,low
Modifi,workable (browser),https://apply.workable.com/modifi,https://apply.workable.com/modifi,modifi,-1,-1,0.0,api_sniff,
Moloco,greenhouse,moloco,https://boards.greenhouse.io/moloco,Moloco,46,2,0.0,api_sniff,
Monoxer,ai (browser),https://careers.monoxer.com/,https://careers.monoxer.com/,,-1,-1,,ai,low
Moog,workday,https://moog.wd5.myworkdayjobs.com/MOOG_External_Career_Site,https://moog.wd5.myworkdayjobs.com/MOOG_External_Career_Site,moog,410,-1,,ai,high
Morita,workable (browser),https://apply.workable.com/morita/,https://apply.workable.com/morita/,morita,-1,-1,,ai,low
Morningstar,workday,https://morningstar.wd5.myworkdayjobs.com/Morningstar,https://morningstar.wd5.myworkdayjobs.com/Morningstar,morningstar,169,-1,0.0,api_sniff,
Motion Picture Licensing Company,ai (browser),https://us.mplc.com/,https://us.mplc.com/,,-1,-1,,ai,low
Motive,greenhouse,motive,https://boards.greenhouse.io/motive,Motive,19,0,0.0,api_sniff,
Mount Elizabeth,ai (browser),https://careers.mountelizabeth.com/,https://careers.mountelizabeth.com/,,-1,-1,,ai,low
Muehlhan,ai (browser),https://www.muehlhan.com/careers/,https://www.muehlhan.com/careers/,,-1,-1,,ai,low
Musim Mas,taleo (browser),https://musimmas.taleo.net,https://musimmas.taleo.net,musimmas,-1,-1,,ai,low
Mystifly,ai (browser),https://mystifly.com/careers/,https://mystifly.com/careers/,,-1,-1,,ai,low
ND Industries,workday,https://hbfuller.wd1.myworkdayjobs.com/Careers,https://hbfuller.wd1.myworkdayjobs.com/Careers,hbfuller,138,-1,1.0,api_sniff,
NIIT,ai (browser),https://jobs.niit.com/,https://jobs.niit.com/,,-1,-1,,ai,low
NIO,workday,https://nio.wd3.myworkdayjobs.com/Nio_Careers,https://nio.wd3.myworkdayjobs.com/Nio_Careers,nio,18,-1,0.0,api_sniff,
NLMK,ai (browser),https://nlmk.com/en/,https://nlmk.com/en/,,-1,-1,,ai,low
NOV,oracle,https://egay.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001,https://egay.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001,nov,603,-1,0.0,api_sniff,
NTT Data,ai (browser),https://careers.services.global.ntt/global/en,https://careers.services.global.ntt/global/en,,-1,-1,,ai,high
NTT Docomo,taleo (browser),https://nttdocomo.taleo.net/careersection/,https://nttdocomo.taleo.net/careersection/,nttdocomo,-1,-1,,ai,low
NVC Lighting,ai (browser),https://www.nvcuk.com/careers,https://www.nvcuk.com/careers,,-1,-1,,ai,low
Nakheel,ai (browser),https://fa-ewid-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/errors/404,https://fa-ewid-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/errors/404,,-1,-1,,ai,low
Nalco,taleo (browser),https://nalco.taleo.net/careersection/ex/jobsearch.ftl,https://nalco.taleo.net/careersection/ex/jobsearch.ftl,nalco,-1,-1,,ai,low
Namco,ai (browser),https://www.bandainamcoent.com/careers,https://www.bandainamcoent.com/careers,,-1,-1,,ai,low
Navis,ai (browser),https://kaleris.com/company/careers/,https://kaleris.com/company/careers/,,-1,-1,,ai,low
Nayati,ai (browser),https://www.nayati.com/company-profile/careers/,https://www.nayati.com/company-profile/careers/,,-1,-1,,ai,low
Neo Performance Materials,ai (browser),https://www.neomaterials.com/careers/,https://www.neomaterials.com/careers/,,-1,-1,,ai,low
NetApp,ai (browser),https://jobs.netapp.com/,https://jobs.netapp.com/,,-1,-1,,ai,high
Netflix,ai (browser),https://jobs.netflix.com/,https://jobs.netflix.com/,,-1,-1,,ai,high
Newploy,avature (browser),https://ikea.avature.net/ko_KR/External/JobDetail/IKEA-Food-Team-Leader-10months-Temporary-IKEA-Goyang/310893\,https://ikea.avature.net/ko_KR/External/JobDetail/IKEA-Food-Team-Leader-10months-Temporary-IKEA-Goyang/310893\,newploy,-1,-1,0.0,api_sniff,
Nexen Tire,ai (browser),https://www.nexentire.com/,https://www.nexentire.com/,,-1,-1,,ai,low
Nidec,workday,https://nidec.wd1.myworkdayjobs.com/Nidec,https://nidec.wd1.myworkdayjobs.com/Nidec,nidec,366,-1,0.0,api_sniff,
Nihon Shokken,ai (browser),https://www.nihonshokken.com/careers/,https://www.nihonshokken.com/careers/,,-1,-1,,ai,low
Nike,workday,https://nike.wd1.myworkdayjobs.com/nke,https://nike.wd1.myworkdayjobs.com/nke,nike,746,-1,0.0,api_sniff,
Nintendo,greenhouse,nintendo,https://boards.greenhouse.io/nintendo,Nintendo,51,0,0.0,api_sniff,
Nippon Express,ai (browser),https://www.nipponexpress.com/careers,https://www.nipponexpress.com/careers,,-1,-1,,ai,low
Nippon Paint,taleo (browser),https://nipponpaint.taleo.net/careersection/external/joblist.ftl,https://nipponpaint.taleo.net/careersection/external/joblist.ftl,nipponpaint,-1,-1,,ai,low
Nissin Foods,icims (browser),https://careers-nissinfoods.icims.com/,https://careers-nissinfoods.icims.com/,nissinfoods,-1,-1,1.0,api_sniff,
Nitto,ai (browser),https://careers.nitto.com/,https://careers.nitto.com/,,-1,-1,,ai,medium
Nokia,ai (browser),https://jobs.nokia.com/en/sites/CX_1,https://jobs.nokia.com/en/sites/CX_1,,-1,-1,,ai,high
Nordic Semiconductor,ai (browser),https://nordicjobs.com/,https://nordicjobs.com/,,-1,-1,,ai,low
North London Collegiate School,recruitee (browser),https://nlcs.recruitee.com,https://nlcs.recruitee.com,northlondoncollegiateschool,-1,-1,,ai,low
Northrop Grumman,eightfold (browser),https://ngc.eightfold.ai/careerhub,https://ngc.eightfold.ai/careerhub,northropgrumman,-1,-1,1.0,api_sniff,
Nova Chemicals,successfactors (browser),https://career17.sapsf.com/career?site=&amp;company=novachemic&amp;lang=en%5FUS&amp;login_ns=register&amp;career_ns=home&amp;navBarLevel=MY_PROFILE,https://career17.sapsf.com/career?site=&amp;company=novachemic&amp;lang=en%5FUS&amp;login_ns=register&amp;career_ns=home&amp;navBarLevel=MY_PROFILE,novachemicals,-1,-1,1.0,api_sniff,
Novatek,taleo (browser),https://novatek.taleo.net,https://novatek.taleo.net,novatek,-1,-1,,ai,low
Novo Holdings,workable (browser),https://apply.workable.com/novoholdings,https://apply.workable.com/novoholdings,novoholdings,-1,-1,1.0,api_sniff,
Novo Nordisk,ai (browser),https://www.novonordisk.com/careers.html,https://www.novonordisk.com/careers.html,,-1,-1,,ai,high
Nozomi Networks,greenhouse,nozominetworks,https://boards.greenhouse.io/nozominetworks,Nozomi Networks,22,1,0.0,api_sniff,
Nu Skin,workday,https://nuskin.wd5.myworkdayjobs.com/Nuskin,https://nuskin.wd5.myworkdayjobs.com/Nuskin,nuskin,20,-1,1.0,api_sniff,
Nuctech,ai (browser),https://www.nuctech.com/,https://www.nuctech.com/,,-1,-1,,ai,low
OCBC,taleo (browser),https://ocbc.taleo.net/careersection/ocbc_external/jobsearch.ftl,https://ocbc.taleo.net/careersection/ocbc_external/jobsearch.ftl,ocbc,-1,-1,0.0,api_sniff,
ORIX,workday,https://orix.wd5.myworkdayjobs.com/External_ORIX,https://orix.wd5.myworkdayjobs.com/External_ORIX,orix,20,-1,0.0,api_sniff,
OSF Digital,ai (browser),https://osf.digital/,https://osf.digital/,,-1,-1,,ai,low
Oatly,ai (browser),https://careers.oatly.com/,https://careers.oatly.com/,,-1,-1,,ai,low
Objective Systems,lever,objective,https://jobs.lever.co/objective,,11,0,0.0,api_sniff,
Ocorian,smartrecruiters,ocorian,https://careers.smartrecruiters.com/ocorian,Ocorian,49,3,0.0,api_sniff,
Okumura,ai (browser),https://sg.jobstreet.com/companies/okumura-corporation-singapore-branch-168555561968576/jobs,https://sg.jobstreet.com/companies/okumura-corporation-singapore-branch-168555561968576/jobs,,-1,-1,,ai,low
Olam International,successfactors (browser),https://career10preview.sapsf.com//careers?site=&company=OLAMTEST&clientId=jobs2web&lang=en_GB&navBarLevel=MY_PROFILE,https://career10preview.sapsf.com//careers?site=&company=OLAMTEST&clientId=jobs2web&lang=en_GB&navBarLevel=MY_PROFILE,olaminternational,-1,-1,,ai,high
Omers,phenom (browser),https://careers.omers.com/ca/en/search-results?keywords=%7Bsearch_term_string%7D,https://careers.omers.com/ca/en/search-results?keywords=%7Bsearch_term_string%7D,omers,-1,-1,,ai,low
Omni Bridgeway,ai (browser),https://omnibridgeway.com/careers,https://omnibridgeway.com/careers,,-1,-1,,ai,low
OneWeb,ai (browser),https://www.eutelsat.com/satellite-network/oneweb-leo-constellation,https://www.eutelsat.com/satellite-network/oneweb-leo-constellation,,-1,-1,,ai,low
Ontic,ai (browser),https://www.ontic.com/careers,https://www.ontic.com/careers,,-1,-1,,ai,low
Ooredoo,ai (browser),https://careers.ooredoo.com/,https://careers.ooredoo.com/,,-1,-1,,ai,low
Optibelt,ai (browser),https://web.optibelt.com/en,https://web.optibelt.com/en,,-1,-1,,ai,low
Orbit Techsol,ai (browser),https://www.orbittechsol.com/careers,https://www.orbittechsol.com/careers,,-1,-1,,ai,low
Oregon Tool,ai (browser),http://www.oregontool.com/oregon-tool-careers/,http://www.oregontool.com/oregon-tool-careers/,,-1,-1,,ai,low
Osaka Exchange,ai (browser),https://www.linkedin.com/jobs/search/?keywords=Osaka%20Exchange&location=Singapore,https://www.linkedin.com/jobs/search/?keywords=Osaka%20Exchange&location=Singapore,,-1,-1,,ai,low
Osotspa,taleo (browser),https://osotspa.taleo.net,https://osotspa.taleo.net,osotspa,-1,-1,,ai,low
Otsuka,taleo (browser),https://otsuka.taleo.net/careersection/,https://otsuka.taleo.net/careersection/,otsuka,-1,-1,,ai,low
OwnDays,ai (browser),https://www.owndays.com/sg/en,https://www.owndays.com/sg/en,,-1,-1,,ai,low
Oxford Economics,ai (browser),https://careers.oxfordeconomics.com/,https://careers.oxfordeconomics.com/,,-1,-1,,ai,low
PAAMCO,ai (browser),https://paamcoprisma.com/careers,https://paamcoprisma.com/careers,,-1,-1,,ai,low
PGIM,ai (browser),https://www.pgim.com/campaignCountry/en/institutional/about/careers,https://www.pgim.com/campaignCountry/en/institutional/about/careers,,-1,-1,,ai,medium
POSCO,ai (browser),http://www.posco.co.kr/infomsg/error.html,http://www.posco.co.kr/infomsg/error.html,,-1,-1,,ai,low
PZ Cussons,ai (browser),https://www.pzcussons.com/careers/,https://www.pzcussons.com/careers/,,-1,-1,,ai,low
Palantir,lever,palantir,https://jobs.lever.co/palantir,,270,0,0.0,api_sniff,
Pansar,ai (browser),https://pansar.com.my/careers/,https://pansar.com.my/careers/,,-1,-1,,ai,high
Parexel,ai (browser),https://jobs.parexel.com/en,https://jobs.parexel.com/en,,-1,-1,,ai,high
Paysafe,ai (browser),https://www.paysafe.com/en/careers/,https://www.paysafe.com/en/careers/,,-1,-1,,ai,low
Peikko,ai (browser),https://www.peikko.com/careers/,https://www.peikko.com/careers/,,-1,-1,,ai,low
Penguin Random House,ai (browser),https://careers.penguinrandomhouse.com/,https://careers.penguinrandomhouse.com/,,-1,-1,,ai,low
Penn Color,ai (browser),https://www.penncolor.com/careers/,https://www.penncolor.com/careers/,,-1,-1,,ai,low
Penningtons Manches Cooper,smartrecruiters,ReitmansCanadaLteLtd,https://careers.smartrecruiters.com/ReitmansCanadaLteLtd,Reitmans (Canada) Ltée/Ltd,269,0,,ai,low
Penske,icims (browser),https://external-penskemotorgroup.icims.com/jobs/intro?mobile=false&amp;width=999&amp;height=500&amp;bga=true&amp;needsRedirect=false&amp;jan1offset=-300&amp;jun1offset=-240,https://external-penskemotorgroup.icims.com/jobs/intro?mobile=false&amp;width=999&amp;height=500&amp;bga=true&amp;needsRedirect=false&amp;jan1offset=-300&amp;jun1offset=-240,penske,-1,-1,0.0,api_sniff,
Pentamaster Technology,ai (browser),https://pentamaster.com/career/,https://pentamaster.com/career/,,-1,-1,,ai,low
Pentel,ai (browser),https://www.pentel.com/#seogid115714,https://www.pentel.com/#seogid115714,,-1,-1,,ai,low
PepsiCo,icims (browser),https://pepjobs-pepsico.icims.com/?branding=&amp;mobile=false&amp;needsRedirect=false\,https://pepjobs-pepsico.icims.com/?branding=&amp;mobile=false&amp;needsRedirect=false\,pepsico,-1,-1,0.0,api_sniff,
Perkins Eastman,ai (browser),https://www.perkinseastman.com/careers/,https://www.perkinseastman.com/careers/,,-1,-1,,ai,low
Pexip,ai (browser),https://www.pexip.com/careers,https://www.pexip.com/careers,,-1,-1,,ai,high
Philips,ai (browser),https://www.careers.philips.com/apac/en,https://www.careers.philips.com/apac/en,,-1,-1,,ai,high
Pimax,ai (browser),https://pimax.com/#erid619085,https://pimax.com/#erid619085,,-1,-1,,ai,low
PingCAP,greenhouse,pingcap,https://boards.greenhouse.io/pingcap,TiDB,20,4,1.0,api_sniff,
Pizza Hut,ai (browser),https://jobs.pizzahut.com/,https://jobs.pizzahut.com/,,-1,-1,,ai,low
PlanRadar,greenhouse,planradar,https://boards.greenhouse.io/planradar,PlanRadar GmbH,12,0,0.0,api_sniff,
Plastic Energy,ai (browser),https://plasticenergy.com/careers/,https://plasticenergy.com/careers/,,-1,-1,,ai,low
Plixer,ai (browser),https://www.plixer.com/careers/,https://www.plixer.com/careers/,,-1,-1,,ai,low
Pole Star,ai (browser),https://careers.polestarglobal.com/,https://careers.polestarglobal.com/,,-1,-1,,ai,low
Porsche,ai (browser),https://jobs.porsche.com/index.php?ac=start,https://jobs.porsche.com/index.php?ac=start,,-1,-1,,ai,high
Portek,ai (browser),https://www.portek.com/contact/careers/,https://www.portek.com/contact/careers/,,-1,-1,,ai,low
Premier Research,workday,https://premierresearch.wd12.myworkdayjobs.com/Premierresearch,https://premierresearch.wd12.myworkdayjobs.com/Premierresearch,premierresearch,48,-1,1.0,api_sniff,
Profusa,ai (browser),https://profusa.com/careers-profusa/,https://profusa.com/careers-profusa/,,-1,-1,,ai,low
Prudential,workday,https://prudential.wd3.myworkdayjobs.com/Prudential,https://prudential.wd3.myworkdayjobs.com/Prudential,prudential,548,-1,0.0,api_sniff,
Puma Energy,workday,https://trafigura.wd3.myworkdayjobs.com/Puma_Energy_Careers,https://trafigura.wd3.myworkdayjobs.com/Puma_Energy_Careers,trafigura,35,-1,1.0,api_sniff,
PxGeo,workable (browser),https://apply.workable.com/pxgeo,https://apply.workable.com/pxgeo,pxgeo,-1,-1,0.0,api_sniff,
Qorvo,ai (browser),https://careers.qorvo.com/,https://careers.qorvo.com/,,-1,-1,,ai,high
Quadria Capital,ai (browser),http://quadriacapital.com/careers,http://quadriacapital.com/careers,,-1,-1,,ai,low
Qualys,workday,https://qualys.wd5.myworkdayjobs.com/Careers,https://qualys.wd5.myworkdayjobs.com/Careers,qualys,157,-1,0.0,api_sniff,
Quantitative Brokers,ai (browser),https://www.quantitativebrokers.com/careers,https://www.quantitativebrokers.com/careers,,-1,-1,,ai,low
Qumulo,ai (browser),https://qumulo.com/careers,https://qumulo.com/careers,,-1,-1,,ai,high
RIMS,ai (browser),https://www.rims.org/careers,https://www.rims.org/careers,,-1,-1,,ai,low
ROHM,ai (browser),https://www.rohm.com/careers,https://www.rohm.com/careers,,-1,-1,,ai,low
RR Donnelley,smartrecruiters,rrdonnelley,https://careers.smartrecruiters.com/rrdonnelley,RR Donnelley,568,0,0.0,api_sniff,
Radware,ai (browser),https://www.radware.com/careers/,https://www.radware.com/careers/,,-1,-1,,ai,medium
Raine,lever,raine,https://jobs.lever.co/raine,,1,0,1.0,api_sniff,
Rakon,ai (browser),https://www.rakon.com/careers,https://www.rakon.com/careers,,-1,-1,,ai,low
Ratiodata,ai (browser),https://www.ratiodata.de,https://www.ratiodata.de,,-1,-1,,ai,low
Raute,recruitee (browser),https://raute.recruitee.com,https://raute.recruitee.com,raute,-1,-1,,ai,low
Reinhausen,ai (browser),https://www.reinhausen.com/index.php?id=585&uri=/encareers,https://www.reinhausen.com/index.php?id=585&uri=/encareers,,-1,-1,,ai,low
Reliable Controls,oracle,https://ekkt.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_4,https://ekkt.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_4,reliablecontrols,22,-1,1.0,api_sniff,
Renaissance Reinsurance,ai (browser),https://careers.renre.com/careers/careers-home/,https://careers.renre.com/careers/careers-home/,,-1,-1,,ai,low
Rendezvous Hotels,ai (browser),https://www.rendezvoushotels.com/en/page-not-found/,https://www.rendezvoushotels.com/en/page-not-found/,,-1,-1,,ai,low
Renishaw,workday,https://renishaw.wd3.myworkdayjobs.com/Renishaw,https://renishaw.wd3.myworkdayjobs.com/Renishaw,renishaw,62,-1,0.0,api_sniff,
Repsol,workday,https://repsol.wd3.myworkdayjobs.com/Repsol,https://repsol.wd3.myworkdayjobs.com/Repsol,repsol,72,-1,0.0,api_sniff,
Resolution Life,workday,https://resolutionlife.wd5.myworkdayjobs.com/resolutionlife_jobs,https://resolutionlife.wd5.myworkdayjobs.com/resolutionlife_jobs,resolutionlife,7,-1,1.0,api_sniff,
Resorts World,ai (browser),https://www.rwsentosa.com/about/career,https://www.rwsentosa.com/about/career,,-1,-1,,ai,low
Resulticks,ai (browser),https://www.go.resul.io/,https://www.go.resul.io/,,-1,-1,,ai,low
Richard Mille,ai (browser),https://www.richardmille.com/,https://www.richardmille.com/,,-1,-1,,ai,low
Richardson Electronics,taleo (browser),https://richardson.taleo.net/careersection/jobs,https://richardson.taleo.net/careersection/jobs,richardsonelectronics,-1,-1,,ai,low
Rigaku,taleo (browser),https://rigaku.taleo.net,https://rigaku.taleo.net,rigaku,-1,-1,,ai,low
Right Management,taleo (browser),https://rightmanagement.taleo.net,https://rightmanagement.taleo.net,rightmanagement,-1,-1,,ai,low
Rimini Street,workday,https://riministreet.wd1.myworkdayjobs.com/Riministreet,https://riministreet.wd1.myworkdayjobs.com/Riministreet,riministreet,132,-1,1.0,api_sniff,
Rio Tinto,workday,https://riotinto.wd3.myworkdayjobs.com/Riotinto_Careers,https://riotinto.wd3.myworkdayjobs.com/Riotinto_Careers,riotinto,193,-1,1.0,api_sniff,
Riot Games,greenhouse,riotgames,https://boards.greenhouse.io/riotgames,Riot Games,162,20,0.0,api_sniff,
Rippling,ai (browser),https://www.rippling.com/careers,https://www.rippling.com/careers,,-1,-1,,ai,high
Robert Bosch,smartrecruiters,robertbosch,https://careers.smartrecruiters.com/robertbosch,Bosch Group,5,0,0.0,api_sniff,
Robertet,ai (browser),https://www.robertet.com/en/careers/,https://www.robertet.com/en/careers/,,-1,-1,,ai,low
Roblox,greenhouse,roblox,https://boards.greenhouse.io/roblox,Roblox,232,2,0.0,api_sniff,
Rocket Software,workday,https://rocket.wd5.myworkdayjobs.com/rocket_careers,https://rocket.wd5.myworkdayjobs.com/rocket_careers,rocket,67,-1,,ai,high
Rohde Nielsen,ai (browser),https://www.rohde-schwarz.com/sg/career/career-overview/career-overview_257552.html,https://www.rohde-schwarz.com/sg/career/career-overview/career-overview_257552.html,,-1,-1,,ai,low
Roquette,workday,https://roquette.wd3.myworkdayjobs.com/External,https://roquette.wd3.myworkdayjobs.com/External,roquette,91,-1,0.0,api_sniff,
Ross Video,ai (browser),https://www.rossvideo.com/company/careers/,https://www.rossvideo.com/company/careers/,,-1,-1,,ai,low
Rotol,ai (browser),https://www.rotol.com/careers,https://www.rotol.com/careers,,-1,-1,,ai,low
Rubrik,greenhouse,rubrik,https://boards.greenhouse.io/rubrik,Rubrik Job Board,99,2,0.0,api_sniff,
Russell Reynolds Associates,ai (browser),https://www.russellreynolds.com/en/about/careers,https://www.russellreynolds.com/en/about/careers,,-1,-1,,ai,high
Russian Standard,ai (browser),https://www.russianstandard.com/careers,https://www.russianstandard.com/careers,,-1,-1,,ai,low
SAExploration,ai (browser),https://saexploration.com/careers/,https://saexploration.com/careers/,,-1,-1,,ai,low
SCG,ai (browser),https://www.scg.com/,https://www.scg.com/,,-1,-1,,ai,low
SETSCO,ai (browser),https://www.setsco.com/careers/,https://www.setsco.com/careers/,,-1,-1,,ai,low
SGS,smartrecruiters,sgs,https://careers.smartrecruiters.com/sgs,SGS,4123,0,0.0,api_sniff,
SHI International,workday,https://shi.wd12.myworkdayjobs.com/ShiCareers,https://shi.wd12.myworkdayjobs.com/ShiCareers,shi,209,-1,0.0,api_sniff,
SIASUN,taleo (browser),https://siasun.taleo.net,https://siasun.taleo.net,siasun,-1,-1,,ai,low
SLR Consulting,ai (browser),https://www.slrconsulting.com/careers/,https://www.slrconsulting.com/careers/,,-1,-1,,ai,low
SPX,successfactors (browser),https://performancemanager8.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,https://performancemanager8.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,spx,-1,-1,0.0,api_sniff,
SUSE,ai (browser),https://www.suse.com/careers/,https://www.suse.com/careers/,,-1,-1,,ai,high
SVN,ai (browser),https://svn.com/join-svn/commercial-real-estate-jobs/,https://svn.com/join-svn/commercial-real-estate-jobs/,,-1,-1,,ai,low
Safran,ai (browser),https://careers.safran-group.com/accueil.aspx?LCID=1036,https://careers.safran-group.com/accueil.aspx?LCID=1036,,-1,-1,,ai,medium
Salto Systems,ai (browser),https://www.salto.io/careers,https://www.salto.io/careers,,-1,-1,,ai,high
Salzgitter,successfactors (browser),https://career5.successfactors.eu/careers?company=gesisgesel&amp;navBarLevel=MY_PROFILE&amp;site=VjItTWpjcXRjdUJoQUd0czhoLzVucEkvQT09,https://career5.successfactors.eu/careers?company=gesisgesel&amp;navBarLevel=MY_PROFILE&amp;site=VjItTWpjcXRjdUJoQUd0czhoLzVucEkvQT09,salzgitter,-1,-1,0.0,api_sniff,
Samco,ai (browser),https://www.samco.com/careers/,https://www.samco.com/careers/,,-1,-1,,ai,low
Samsonite,ai (browser),https://careers.samsonite.com/,https://careers.samsonite.com/,,-1,-1,,ai,high
